0.0000	0.0000
-0.0249	-0.8491
-0.0242	-0.7786
-0.0229	-0.7048
-0.0205	-0.6354
-0.0165	-0.5099
-0.0168	-0.5859
-0.0188	-0.6465
-0.0198	-0.7015
-0.0201	-0.7147
-0.0207	-0.7445
-0.0213	-0.7643
-0.0225	-0.8006
-0.0227	-0.8105
-0.0229	-0.8215
-0.0230	-0.8260
-0.0235	-0.8359
-0.0235	-0.8260
-0.0234	-0.8337
-0.0235	-0.8138
-0.0236	-0.7632
-0.0233	-0.7103
-0.0232	-0.6321
-0.0231	-0.5540
-0.0228	-0.4780
-0.0226	-0.4890
-0.0224	-0.4725
-0.0223	-0.4714
-0.0224	-0.4703
-0.0223	-0.4703
-0.0223	-0.4758
-0.0221	-0.4746
-0.0218	-0.4802
-0.0219	-0.4714
-0.0218	-0.4669
-0.0216	-0.4691
-0.0219	-0.4724
-0.0217	-0.4713
-0.0219	-0.4669
-0.0217	-0.4735
-0.0217	-0.4669
-0.0217	-0.4636
-0.0215	-0.4559
-0.0213	-0.4636
-0.0214	-0.4570
-0.0211	-0.4273
-0.0206	-0.3876
-0.0206	-0.3623
-0.0206	-0.3337
-0.0203	-0.3006
-0.0201	-0.2830
-0.0200	-0.2522
-0.0199	-0.2401
-0.0197	-0.2070
-0.0196	-0.1762
-0.0192	-0.1762
-0.0156	-0.0352
-0.0143	-0.0110
-0.0128	0.0716
-0.0101	0.1289
-0.0086	0.1663
-0.0061	0.2357
-0.0041	0.2940
-0.0020	0.3546
-0.0000	0.4174
0.0030	0.4383
0.0051	0.5022
0.0054	0.5022
0.0075	0.6123
0.0098	0.6718
0.0098	0.6607
0.0125	0.7423
0.0143	0.7709
0.0140	0.7709
0.0166	0.8424
0.0191	0.8799
0.0219	0.9658
0.0220	0.9592
0.0260	1.0770
0.0260	1.0682
0.0287	1.1321
0.0313	1.1860
0.0313	1.1794
0.0326	1.2345
0.0368	1.3413
0.0395	1.3843
0.0449	1.5208
0.0493	1.6188
0.0563	1.7554
0.0636	1.8842
0.0680	1.9503
0.0782	2.0990
0.0883	2.2587
0.1050	2.3951
0.5000	5.8365
0.4987	5.2947
0.4991	5.2156
0.4987	5.2221
0.4987	5.1956
0.4987	5.2176
0.4987	5.2043
0.4987	5.1956
0.4982	5.1956
0.4974	5.1605
0.4974	5.1625
0.4974	5.1625
0.4974	5.1625
0.4974	5.1605
0.4974	5.1605
0.4970	5.1582
0.4970	5.1582
0.4970	5.1537
0.4458	4.0944
0.4398	3.9589
0.3517	2.9985
0.3096	2.5581
0.2686	2.0813
0.2271	1.7069
0.1839	1.2906
0.1401	0.8380
0.0991	0.3204
0.0646	-0.0000
0.0292	-0.5749
-0.0116	-1.1497
-0.0119	-1.0616
-0.0121	-1.0583
-0.0122	-1.0517
-0.0122	-1.0649
-0.0123	-1.0627
-0.0122	-1.0616
-0.0122	-1.0594
-0.0123	-1.0682
-0.0121	-1.0715
-0.0124	-1.0748
-0.0157	-1.1189
-0.0185	-1.2191
-0.0212	-1.2609
-0.0263	-1.3975
-0.0293	-1.4261
-0.0337	-1.5187
-0.0375	-1.5715
-0.0418	-1.6673
-0.0470	-1.7168
-0.0498	-1.7896
-0.0516	-1.7818
-0.0560	-1.8843
-0.0620	-1.9327
-0.0629	-2.0109
-0.0705	-2.1067
-0.0766	-2.2069
-0.0854	-2.3016
-0.0975	-2.4073
-0.1135	-2.5648
-0.4835	-5.3983
-0.4328	-3.9546
-0.3851	-3.3467
-0.3406	-2.8236
-0.2889	-2.3346
-0.2444	-1.8831
-0.1927	-1.4614
-0.1451	-1.0429
-0.0961	-0.5066
-0.0552	-0.0870
-0.0189	0.2852
-0.0189	0.2852
0.1031	1.4448
0.2378	2.5889
0.3749	3.8213
0.5081	5.0811
0.6435	5.8320
0.7745	6.2175
0.9077	6.3983
1.0452	6.5941
1.1861	6.6692
1.3287	6.6537
1.1904	4.5634
1.0512	3.3465
0.9180	2.3027
0.7852	1.3919
0.6538	0.5991
0.5330	-0.1410
0.4128	-0.7918
0.2742	-1.4008
0.1357	-1.9041
-0.0033	-2.3666
-0.1388	-3.0151
-0.2793	-3.7950
-0.4177	-4.6461
-0.5621	-5.4489
-0.7069	-5.9093
-0.8499	-6.1935
-0.9999	-6.3785
-1.1485	-6.5415
-1.3006	-6.6164
-1.4441	-6.6647
-1.2997	-4.6088
-1.1554	-3.5284
-1.0033	-2.5363
-0.8564	-1.6442
-0.7172	-0.8667
-0.5780	-0.1608
-0.4482	0.3469
-0.3090	0.8061
-0.1686	1.2114
-0.0333	1.5197
-0.0333	1.5197
0.1075	1.9007
0.2464	2.3236
0.3788	2.7157
0.5150	3.2298
0.6478	3.8730
0.7809	4.4269
0.9120	4.9642
1.0494	5.4840
1.1895	5.9379
1.3330	6.1692
1.1912	4.3543
1.0529	3.1739
0.9180	2.1694
0.7844	1.3083
0.6576	0.5682
0.5330	-0.0452
0.4123	-0.5550
0.2803	-1.0165
0.1417	-1.4481
0.0003	-1.8314
-0.1404	-2.2753
-0.2754	-2.6188
-0.4229	-3.0990
-0.5689	-3.5902
-0.7103	-4.1716
-0.8546	-4.7408
-1.0007	-5.2859
-1.1537	-5.7639
-1.3023	-6.1890
-1.4475	-6.4884
-1.3049	-4.7399
-1.1597	-3.6100
-1.0050	-2.6264
-0.8611	-1.7664
-0.7193	-0.9999
-0.5789	-0.3094
-0.4452	0.2125
-0.3089	0.6751
-0.1712	1.0748
-0.0348	1.3953
-0.0348	1.3953
0.1750	1.9161
0.3788	2.4999
0.5807	3.2453
0.7809	4.1529
0.9816	4.9687
1.1904	5.6802
1.4052	6.2483
1.6131	6.4401
1.8279	6.4268
2.0496	6.4379
1.8331	3.8510
1.6234	2.2951
1.4189	1.0737
1.2136	0.0936
1.0220	-0.6982
0.8213	-1.3975
0.6224	-1.8380
0.4222	-2.1717
0.2191	-2.5603
0.0116	-2.8357
-0.1996	-3.1541
-0.4121	-3.4976
-0.6304	-4.0778
-0.8538	-4.6306
-1.0738	-5.3125
-1.2980	-5.8783
-1.5197	-6.2683
-1.7414	-6.4774
-1.9614	-6.5392
-2.1676	-6.5568
-1.9648	-4.2376
-1.7466	-2.7213
-1.5300	-1.5054
-1.3169	-0.5165
-1.1090	0.2412
-0.8916	0.8292
-0.6772	1.2741
-0.4577	1.6540
-0.2461	1.9723
-0.0346	2.2773
-0.0346	2.2773
0.1757	2.5702
0.3788	2.8247
0.5820	3.1583
0.7835	3.6298
0.9850	4.1021
1.1921	4.5812
1.4052	5.1537
1.6148	5.5413
1.8279	5.9201
2.0479	6.1514
1.8314	3.8654
1.6226	2.2928
1.4129	1.0726
1.2101	0.1277
1.0194	-0.6288
0.8192	-1.2808
0.6207	-1.7400
0.4222	-2.1210
0.2163	-2.4745
0.0092	-2.7256
-0.2002	-2.9778
-0.4121	-3.2959
-0.6326	-3.5857
-0.8499	-4.1275
-1.0729	-4.5326
-1.2980	-5.0195
-1.5163	-5.4777
-1.7354	-5.8983
-1.9579	-6.2153
-2.1642	-6.4423
-1.9631	-4.2111
-1.7440	-2.7355
-1.5300	-1.5671
-1.3161	-0.5561
-1.1081	0.2037
-0.8907	0.8072
-0.6768	1.2609
-0.4607	1.6596
-0.2465	1.9426
-0.0356	2.2289
-0.0356	2.2289
0.2411	2.5846
0.5159	2.9535
0.7818	3.5007
1.0520	4.1682
1.3347	4.7837
1.6131	5.3718
1.9018	5.8828
2.1905	6.2263
2.4689	6.3475
2.4964	6.5105
2.5222	6.5568
2.5531	6.5833
2.5789	6.5876
2.6099	6.5876
2.6391	6.5921
2.6631	6.4952
2.6941	6.5986
2.7216	6.6051
2.7508	6.5150
2.4724	3.3103
2.1974	1.4228
1.9156	0.0826
1.6552	-0.9548
1.3751	-1.5935
1.0933	-2.1177
0.8230	-2.6055
0.5580	-2.8985
0.2887	-3.1208
0.0100	-3.2860
-0.2692	-3.5459
-0.5612	-3.7718
-0.8499	-4.1396
-1.1477	-4.6097
-1.4458	-5.1450
-1.7388	-5.5766
-2.0284	-6.0305
-2.2999	-6.3144
-2.5680	-6.4423
-2.8052	-6.4864
-2.5749	-3.6561
-2.3154	-1.9745
-2.0490	-0.6068
-1.7741	0.3953
-1.4939	1.0671
-1.1984	1.5472
-0.8993	1.9822
-0.6089	2.3104
-0.3159	2.5680
-0.0372	2.7959
-0.0372	2.7959
0.2435	2.9756
0.5176	3.2123
0.7844	3.4501
1.0555	3.8654
1.3407	4.3422
1.6183	4.8080
1.9070	5.2266
2.1991	5.5721
2.4758	5.8828
2.5308	6.0170
2.5892	6.1912
2.6459	6.2396
2.7027	6.2681
2.7576	6.2969
2.4792	3.1329
2.2026	1.3622
