0	0
0	7.062
0.1805	9.7785
0.1805	14.124
0.1805	17.384
0.36101	20.643
0.36101	24.989
0.36101	29.335
0.36101	33.681
0.72199	37.484
1.2635	41.83
1.6245	47.262
1.805	51.608
2.166	56.497
2.3465	60.843
2.888	65.731
3.2489	70.077
3.971	75.513
4.1516	78.769
4.8735	84.748
5.5956	89.636
5.9566	92.897
6.4981	97.785
7.2199	101.05
7.4005	103.22
7.4005	98.328
7.2199	94.525
7.0396	89.636
6.859	85.29
6.6784	81.487
6.4981	76.598
5.9566	73.338
5.776	67.907
5.776	64.646
5.0541	58.129
4.6929	53.783
4.5126	48.348
4.1516	43.46
3.7904	39.114
3.4295	35.311
2.888	29.879
2.7074	24.989
2.166	16.841
1.6245	12.495
0.72199	7.062
0.5415	0.54326
0	-5.4326
-0.36101	-11.408
-0.5415	-17.384
-1.2635	-23.903
-1.2635	-29.335
-1.6245	-34.768
-1.9855	-38.571
-2.3465	-44.003
-2.7074	-48.89
-3.0686	-54.326
-3.7904	-60.3
-4.332	-64.646
-4.8735	-70.077
-5.415	-74.423
-6.6784	-81.487
-7.5811	-87.461
-8.1224	-92.897
-8.8445	-97.785
-9.2055	-99.956
-9.747	-101.59
-10.108	-99.956
-9.747	-95.61
-9.2055	-90.179
-8.8445	-84.748
-8.6639	-79.859
-7.9421	-73.881
-7.4005	-68.449
-6.859	-62.475
-6.4981	-56.497
-6.1371	-52.151
-5.5956	-46.177
-5.2344	-40.2
-4.8735	-35.854
-4.332	-29.879
-3.971	-24.446
-3.2489	-18.47
-2.888	-13.581
-2.3465	-6.5189
-1.9855	-2.7162
-1.444	1.0865
-1.083	6.5189
-0.36101	12.495
-0.1805	16.297
0.1805	22.273
0.72199	29.335
1.2635	33.681
1.6245	41.83
2.166	46.72
2.7074	52.694
3.2489	59.757
3.7904	65.189
4.332	71.167
4.8735	75.513
5.2344	81.487
5.9566	88.008
6.4981	93.439
6.859	99.956
7.4005	105.39
7.9421	110.82
8.8445	116.8
9.3861	121.69
10.108	125.49
11.011	128.21
12.093	133.64
13.177	136.36
14.62	139.07
16.245	141.24
17.328	141.79
18.952	142.33
20.036	142.33
20.938	142.33
21.48	142.33
22.563	142.33
22.563	139.07
22.382	135.81
22.563	131.47
22.923	128.21
22.563	122.78
22.202	116.8
21.66	110.82
21.48	105.93
20.938	101.05
20.396	95.067
19.855	88.008
19.675	83.662
18.952	78.226
17.87	71.167
16.967	63.561
16.064	54.326
15.343	47.262
14.44	40.743
13.537	33.681
12.455	27.706
11.733	20.643
10.83	15.211
9.9276	8.6918
9.3861	3.2595
8.303	-1.0865
7.2199	-8.1487
6.6784	-12.495
5.5956	-17.927
4.6929	-22.816
3.6101	-28.249
2.3465	-34.225
1.2635	-38.571
0.5415	-42.373
-1.083	-48.89
-1.9855	-52.694
-3.2489	-57.582
-4.1516	-63.018
-4.8735	-68.992
-5.776	-76.056
-6.859	-82.03
-7.7615	-89.636
-8.303	-95.61
-9.9276	-103.22
-11.733	-109.74
-12.816	-114.08
-14.26	-117.89
-16.245	-122.23
-17.148	-124.4
-18.592	-126.03
-19.675	-127.12
-20.938	-127.12
-21.841	-127.12
-22.563	-127.12
-23.285	-127.12
-23.826	-127.12
-23.465	-124.4
-23.285	-122.23
-23.104	-118.97
-22.923	-115.17
-22.923	-111.91
-22.382	-106.48
-22.021	-102.67
-21.66	-97.243
-21.299	-92.354
-21.119	-87.461
-20.577	-83.662
-20.216	-78.769
-19.494	-73.338
-18.952	-68.992
-18.592	-64.646
-17.689	-59.215
-17.148	-54.869
-16.967	-48.348
-16.064	-43.46
-15.343	-36.398
-14.62	-30.965
-13.899	-24.989
-13.357	-20.1
-12.816	-15.754
-12.093	-10.865
-11.552	-6.5189
-10.469	0
-9.3861	7.062
-8.4836	10.865
-7.2199	17.927
-6.4981	21.186
-5.2344	25.533
-3.4295	30.965
-1.805	35.311
-0.36101	39.114
0.5415	43.46
1.444	46.72
2.3465	52.151
3.7904	59.215
5.0541	65.189
5.776	70.62
7.0396	77.141
8.303	83.662
9.3861	88.008
10.649	95.067
11.913	99.956
12.996	105.93
14.26	111.37
15.523	116.25
17.148	123.32
18.772	128.21
20.758	133.64
22.202	136.36
22.743	135.81
22.923	132.55
22.743	129.83
22.563	124.95
22.021	120.06
21.841	114.63
21.48	109.19
21.119	103.22
20.758	96.153
20.216	91.807
19.675	86.376
19.133	81.487
18.592	75.513
17.87	68.992
17.148	63.018
16.426	56.497
15.704	51.066
14.982	45.634
14.079	40.2
12.996	33.681
12.455	27.162
11.733	20.643
10.469	14.124
9.5667	7.062
8.303	0
6.4981	-5.9757
5.2344	-12.495
3.971	-17.384
3.6101	-20.643
2.888	-22.816
1.9855	-27.162
1.083	-30.965
0	-34.768
-0.90251	-38.571
-2.3465	-41.83
-3.7904	-47.262
-4.8735	-51.066
-6.1371	-56.497
-7.0396	-60.3
-8.1224	-63.561
-9.9276	-70.62
-11.191	-76.598
-12.093	-82.572
-13.357	-90.721
-14.26	-96.153
-15.343	-101.05
-16.787	-107.02
-17.87	-111.37
-19.314	-115.17
-20.938	-117.89
-22.021	-120.6
-22.923	-121.69
-23.646	-120.06
-24.187	-119.51
-24.007	-116.8
-23.826	-111.91
-23.465	-108.11
-23.104	-102.67
-22.923	-97.785
-22.382	-92.897
-22.021	-88.008
-21.299	-82.03
-20.758	-75.513
-19.855	-68.992
-19.675	-64.646
-18.952	-58.129
-18.05	-52.151
-17.148	-44.544
-16.064	-38.027
-15.343	-30.965
-14.26	-25.533
-13.357	-19.013
-12.455	-13.038
-11.372	-5.9757
-10.649	-1.0865
-9.5667	4.889
-8.4836	11.951
-7.0396	18.47
-5.415	23.36
-4.1516	27.706
-2.527	33.138
-0.72199	38.571
0.36101	41.287
1.444	46.177
3.2489	54.326
4.6929	61.928
5.5956	66.274
