0.00E+00	0.00E+00	1
7.77E-02	3.74E+00	2
2.33E-01	8.87E+00	3
4.34E-01	1.39E+01	4
8.53E-01	2.48E+01	5
1.07E+00	2.98E+01	6
1.61E+00	4.26E+01	7
1.60E+00	4.16E+01	8
1.44E+00	3.24E+01	9
1.01E+00	2.12E+01	10
6.68E-01	1.21E+01	11
2.02E-01	1.87E-01	12
2.17E-01	2.80E-01	13
-1.39E-01	-8.22E+00	14
-4.50E-01	-1.70E+01	15
-7.60E-01	-2.39E+01	16
-1.21E+00	-3.48E+01	17
-1.50E+00	-4.02E+01	18
-1.30E+00	-2.94E+01	19
-8.53E-01	-1.85E+01	20
-5.74E-01	-9.99E+00	21
-1.55E-01	-1.59E+00	22
4.67E-02	3.92E+00	23
3.72E-01	1.19E+01	24
7.75E-01	2.24E+01	25
1.18E+00	3.26E+01	26
1.57E+00	4.18E+01	27
1.33E+00	2.99E+01	28
8.69E-01	1.78E+01	29
3.41E-01	5.04E+00	30
7.77E-02	-3.18E+00	31
-1.55E-01	-8.22E+00	32
-5.59E-01	-1.64E+01	33
-8.69E-01	-2.49E+01	34
-1.19E+00	-3.30E+01	35
-1.49E+00	-4.05E+01	36
-1.24E+00	-2.90E+01	37
-8.84E-01	-1.97E+01	38
-4.96E-01	-1.06E+01	39
-1.86E-01	-1.68E+00	40
2.02E-01	7.47E+00	41
5.74E-01	1.66E+01	42
1.04E+00	2.89E+01	43
1.58E+00	4.23E+01	44
1.69E+00	4.49E+01	45
1.37E+00	3.18E+01	46
1.16E+00	2.59E+01	47
7.75E-01	1.56E+01	48
4.04E-01	5.89E+00	49
1.09E-01	-8.41E-01	50
-1.08E-01	-7.56E+00	51
-4.50E-01	-1.53E+01	52
-9.15E-01	-2.61E+01	53
-1.26E+00	-3.46E+01	54
-1.49E+00	-4.03E+01	55
-1.29E+00	-2.95E+01	56
-9.15E-01	-1.94E+01	57
-5.90E-01	-1.27E+01	58
-1.24E-01	-1.03E+00	59
0.00E+00	0.00E+00	60
3.10E-02	-2.80E-01	61
2.64E-01	9.53E+00	62
7.14E-01	2.12E+01	63
1.35E+00	3.73E+01	64
1.75E+00	4.77E+01	65
2.44E+00	6.21E+01	66
1.92E+00	4.17E+01	67
1.27E+00	2.57E+01	68
1.09E-01	-3.18E+00	69
4.66E-02	-2.33E+00	70
-3.41E-01	-1.24E+01	71
-1.47E+00	-3.61E+01	72
-2.27E+00	-5.48E+01	73
-2.82E+00	-6.42E+01	74
-2.47E+00	-4.62E+01	75
-1.69E+00	-2.88E+01	76
-9.62E-01	-1.68E+01	77
-2.95E-01	8.41E-01	78
2.33E-01	1.16E+01	79
1.12E+00	3.18E+01	80
1.66E+00	4.40E+01	81
2.51E+00	6.32E+01	82
2.25E+00	4.92E+01	83
1.63E+00	3.22E+01	84
9.31E-01	1.72E+01	85
6.20E-02	-4.11E+00	86
-5.12E-01	-1.63E+01	87
-1.38E+00	-3.44E+01	88
-2.27E+00	-5.30E+01	89
-2.85E+00	-6.36E+01	90
-1.86E+00	-3.29E+01	91
-1.07E+00	-1.74E+01	92
-2.79E-01	-4.67E-01	93
1.40E-01	9.24E+00	94
8.07E-01	2.57E+01	95
1.82E+00	4.69E+01	96
2.50E+00	6.25E+01	97
2.06E+00	4.47E+01	98
1.30E+00	2.69E+01	99
4.50E-01	7.00E+00	100
-4.03E-01	-1.16E+01	101
-1.61E+00	-3.50E+01	102
-2.20E+00	-4.75E+01	103
-2.81E+00	-6.10E+01	104
-1.69E+00	-2.91E+01	105
-8.69E-01	-1.41E+01	106
-2.64E-01	4.67E-01	107
0.00E+00	0.00E+00	108
2.95E-01	5.88E+00	109
1.50E+00	3.30E+01	110
2.54E+00	5.80E+01	111
4.05E+00	8.04E+01	112
5.28E+00	9.35E+01	113
6.45E+00	1.04E+02	114
7.74E+00	1.13E+02	115
6.64E+00	9.00E+01	116
5.48E+00	6.97E+01	117
3.99E+00	4.77E+01	118
2.13E+00	1.81E+01	119
4.50E-01	-1.05E+01	120
-3.43E+00	-7.52E+01	121
-5.85E+00	-9.49E+01	122
-7.68E+00	-1.05E+02	123
-5.91E+00	-7.50E+01	124
-5.90E+00	-7.44E+01	125
-4.03E+00	-5.00E+01	126
-2.45E+00	-2.95E+01	127
-1.24E-01	6.35E+00	128
1.82E+00	3.70E+01	129
4.84E+00	7.55E+01	130
6.47E+00	9.44E+01	131
7.80E+00	1.06E+02	132
6.59E+00	8.40E+01	133
4.65E+00	5.94E+01	134
2.78E+00	3.55E+01	135
1.12E+00	8.87E+00	136
-3.12E-02	-1.05E+01	137
-1.16E+00	-2.71E+01	138
-3.10E+00	-5.20E+01	139
-6.02E+00	-8.40E+01	140
-7.01E+00	-9.46E+01	141
-7.77E+00	-1.01E+02	142
-8.15E+00	-1.04E+02	143
-6.25E+00	-7.58E+01	144
-3.94E+00	-4.87E+01	145
-1.41E+00	-1.75E+01	146
-3.12E-02	3.92E+00	147
1.41E+00	2.87E+01	148
3.41E+00	5.44E+01	149
5.23E+00	7.59E+01	150
7.17E+00	9.75E+01	151
7.85E+00	1.05E+02	152
7.26E+00	9.30E+01	153
5.49E+00	7.02E+01	154
2.84E+00	3.57E+01	155
3.10E-01	-3.17E+00	156
-1.09E+00	-2.45E+01	157
-3.12E+00	-4.91E+01	158
-5.23E+00	-7.26E+01	159
-6.90E+00	-9.04E+01	160
-7.76E+00	-9.94E+01	161
-6.48E+00	-7.95E+01	162
-5.31E+00	-6.65E+01	163
-3.83E+00	-4.93E+01	164
-2.09E+00	-2.90E+01	165
-1.09E+00	-1.24E+01	166
-2.48E-01	9.34E-01	167
3.09E-02	4.20E+00	168
-2.48E-01	1.77E+00	169
2.02E-01	8.78E+00	170
2.42E+00	4.23E+01	171
5.21E+00	7.51E+01	172
7.01E+00	9.54E+01	173
1.02E+01	1.23E+02	174
1.27E+01	1.40E+02	175
1.53E+01	1.52E+02	176
1.73E+01	1.58E+02	177
1.89E+01	1.61E+02	178
1.59E+01	1.27E+02	179
1.59E+01	1.27E+02	180
1.59E+01	1.25E+02	181
1.33E+01	1.01E+02	182
9.82E+00	7.08E+01	183
5.83E+00	3.60E+01	184
2.61E+00	3.36E+00	185
1.24E-01	-2.45E+01	186
-3.09E+00	-5.61E+01	187
-6.50E+00	-9.01E+01	188
-9.77E+00	-1.19E+02	189
-1.28E+01	-1.37E+02	190
-1.58E+01	-1.50E+02	191
-1.80E+01	-1.56E+02	192
-1.93E+01	-1.57E+02	193
-1.58E+01	-1.21E+02	194
-1.58E+01	-1.19E+02	195
-1.29E+01	-9.37E+01	196
-9.62E+00	-6.81E+01	197
-7.07E+00	-4.82E+01	198
-3.12E+00	-1.33E+01	199
-1.04E+00	7.47E+00	200
1.95E+00	3.62E+01	201
5.65E+00	6.50E+01	202
9.59E+00	9.46E+01	203
1.37E+01	1.25E+02	204
1.71E+01	1.50E+02	205
1.89E+01	1.58E+02	206
1.62E+01	1.28E+02	207
1.23E+01	9.53E+01	208
7.59E+00	5.84E+01	209
3.16E+00	2.04E+01	210
3.88E-01	-9.06E+00	211
-4.41E+00	-5.28E+01	212
-8.58E+00	-8.42E+01	213
-1.12E+01	-1.03E+02	214
-1.69E+01	-1.42E+02	215
-1.91E+01	-1.53E+02	216
-1.68E+01	-1.27E+02	217
-8.08E+00	-5.91E+01	218
-3.13E+00	-1.81E+01	219
2.79E-01	1.72E+01	220
4.69E+00	5.48E+01	221
6.67E+00	7.04E+01	222
1.03E+01	9.73E+01	223
1.40E+01	1.24E+02	224
1.75E+01	1.49E+02	225
1.88E+01	1.56E+02	226
1.54E+01	1.22E+02	227
1.27E+01	9.81E+01	228
6.90E+00	5.40E+01	229
1.26E+00	2.34E+00	230
-3.91E+00	-4.73E+01	231
-7.57E+00	-7.46E+01	232
-1.19E+01	-1.05E+02	233
-1.57E+01	-1.31E+02	234
-1.92E+01	-1.52E+02	235
-1.20E+01	-8.82E+01	236
-7.24E+00	-5.35E+01	237
-1.04E+00	1.03E+00	238
4.03E-01	1.44E+01	239
4.65E-01	1.35E+01	240
4.58E+00	5.35E+01	241
6.78E+00	7.07E+01	242
1.12E+01	1.03E+02	243
1.32E+01	1.18E+02	244
1.74E+01	1.48E+02	245
2.04E+01	1.64E+02	246
2.23E+01	1.69E+02	247
2.54E+01	1.72E+02	248
2.01E+01	1.22E+02	249
1.66E+01	9.37E+01	250
1.28E+01	6.66E+01	251
7.46E+00	2.87E+01	252
